the	1390
of	747
a	549
is	489
in	464
to	430
and	387
that	370
activity	236
are	216
it	213
for	210
adaptive	210
an	203
this	184
selection	147
s	146
by	138
neutral	135
evolutionary	132
be	123
as	121
we	118
with	117
adaptations	114
so	111
not	110
its	110
can	106
or	98
adaptation	98
but	97
new	93
if	93
natural	91
one	91
genotype	88
from	85
which	82
waves	80
on	79
about	78
they	76
at	76
wave	75
adaptationism	74
system	71
some	69
genotypes	68
trait	66
will	66
test	65
model	64
when	64
population	62
have	62
evita	59
has	57
their	57
no	53
drift	53
evolution	53
time	52
because	52
than	51
i	51
cycle	50
these	50
all	49
more	49
figure	48
only	48
other	48
example	47
each	47
traits	46
how	45
method	45
agents	45
would	44
data	44
significant	44
specific	42
genes	42
two	42
random	41
those	40
different	40
same	40
rate	40
genetic	40
mutation	40
whether	40
items	38
function	38
empirical	37
lewontin	37
there	37
see	36
hypothesis	36
over	35
explanations	35
general	35
must	34
gould	34
gene	34
way	33
item	33
you	33
sensory	33
b	33
block	33
out	33
level	32
2	32
any	32
explanation	32
here	31
hypotheses	31
first	31
period	31
sober	30
variants	30
problem	30
fitness	29
allele	29
what	29
through	29
then	28
motor	28
reproduction	28
systems	27
fig	26
them	26
another	26
just	26
given	26
resource	26
among	26
program	26
shadow	25
models	25
bugs	25
does	25
rule	25
agent	24
between	24
being	24
alleles	23
evolving	23
p	23
run	23
into	23
dawkins	22
response	22
fundamental	22
might	22
loop	22
thus	22
like	22
packard	22
been	21
evidence	21
advantage	21
such	21
slope	21
case	21
resources	21
also	21
due	21
process	21
reproduce	21
3	21
could	21
he	21
second	20
above	20
1	20
value	20
mu	19
target	19
programs	19
change	19
shows	19
rather	19
kind	19
c	19
question	19
up	19
makes	19
bedau	18
information	18
since	18
most	18
explain	17
do	17
theory	17
many	17
e	17
strategies	17
number	17
simple	17
strategy	17
should	17
maladaptive	17
even	16
presupposition	16
make	16
right	16
environment	16
size	16
copy	16
normal	16
typically	16
sites	16
used	16
use	16
length	16
individual	16
my	15
mutations	15
possible	15
was	15
where	15
without	15
tested	15
instructions	15
part	15
point	15
behavior	15
blocks	15
exactly	15
below	15
limited	14
provide	14
much	14
graph	14
show	14
enough	14
explains	14
instances	14
selectively	14
back	14
step	14
desert	14
fact	14
little	13
10	13
bottom	13
average	13
grid	13
canonical	13
concentration	13
analysis	13
called	13
dynamics	13
produced	13
kinds	13
consists	12
changes	12
features	12
survival	12
class	12
form	12
science	12
events	12
nonadaptive	12
difference	12
dennett	12
instruction	12
find	12
jump	12
constraints	12
instance	12
lengthening	12
chance	12
selected	11
diagram	11
steps	11
may	11
species	11
persists	11
molecular	11
sometimes	11
reverse	11
though	11
engineering	11
involves	11
scatter	11
something	11
our	11
why	11
well	11
never	10
1992	10
significance	10
thesis	10
better	10
top	10
historical	10
phenotype	10
architectural	10
diagrams	10
current	10
predictions	10
adaptationist	10
claim	10
arise	10
course	10
main	10
non	10
think	10
were	10
note	10
cannot	10
relative	10
drain	10
provides	10
low	10
consider	10
caused	10
full	10
reason	10
randomly	10
during	10
both	10
world	10
examples	10
expressed	10
exaptations	10
reflects	10
challenge	10
g	10
tend	10
tests	10
significantly	10
presuppositions	10
space	10
organisms	9
three	9
true	9
longer	9
assume	9
alternatives	9
marbles	9
increase	9
now	9
cycles	9
get	9
1983	9
panadaptationism	9
single	9
rules	9
hitchhikers	9
important	9
selective	9
testes	9
major	9
actually	9
shorter	9
higher	9
collect	9
middle	9
instead	9
need	9
move	9
present	9
off	9
connected	8
1994	8
too	8
testing	8
extent	8
n	8
support	8
directly	8
especially	8
reproduces	8
benefit	8
requires	8
contrast	8
recall	8
male	8
issue	8
set	8
conditions	8
distinguish	8
whole	8
simply	8
while	8
replaced	8
competitive	8
location	8
appropriate	8
line	8
persisting	8
us	8
functionality	8
go	8
larger	8
apply	8
pure	8
correspond	8
produces	8
exclusion	8
who	8
know	8
biology	8
noise	8
although	8
every	7
affect	7
call	7
survive	7
1993	7
similar	7
impossible	7
crucial	7
unexpressed	7
needed	7
result	7
artificial	7
however	7
against	7
life	7
child	7
applied	7
clearly	7
easy	7
mayr	7
presence	7
ancestral	7
particular	7
analogous	7
along	7
positive	7
making	7
discussion	7
methodological	7
parent	7
kimura	7
except	7
real	7
around	7
equivalent	7
large	7
biological	7
further	7
extinction	7
bumped	7
existence	7
found	7
weight	7
expect	7
probability	7
null	7
organism	7
3x3	7
competing	7
responses	7
corresponds	7
itself	7
9	7
internal	7
methods	7
per	7
lesson	7
illustrates	7
body	7
cloud	7
next	7
untestable	7
practice	7
concerns	7
reproducing	7
local	7
view	7
phenotypic	7
site	7
effect	7
1987	7
functions	7
females	6
1995	6
work	6
illustrate	6
relatively	6
notion	6
14	6
depends	6
nature	6
quickly	6
applies	6
things	6
hand	6
identify	6
previous	6
chapter	6
encoded	6
role	6
dies	6
brown	6
usually	6
cases	6
wiggly	6
blowup	6
factors	6
long	6
corner	6
black	6
notice	6
innovations	6
60	6
observe	6
optimality	6
reveals	6
stand	6
drains	6
certain	6
causes	6
fall	6
comparing	6
primate	6
history	6
sense	6
needs	6
variant	6
exaptation	6
clear	6
x	6
various	6
levels	6
genetically	6
proportional	6
characteristic	6
sort	6
locus	6
measure	6
environmental	6
graphs	6
contain	6
generations	6
computer	6
equal	6
less	6
success	6
phenomena	6
pressure	6
active	5
populations	5
continual	5
1999	5
feature	5
order	5
feedback	5
2waves	5
evolve	5
concedes	5
introns	5
competitors	5
observed	5
best	5
distinction	5
testable	5
cumulative	5
had	5
birth	5
beneficial	5
people	5
behaviors	5
raised	5
down	5
tell	5
hairs	5
groups	5
merely	5
optimal	5
map	5
produce	5
designed	5
whenever	5
still	5
interesting	5
processes	5
term	5
quite	5
origin	5
fails	5
driven	5
very	5
aspects	5
always	5
scientific	5
faster	5
5	5
once	5
far	5
hitchhiker	5
33aad	5
clock	5
allows	5
none	5
states	5
axis	5
intended	5
males	5
easily	5
micro	5
occurs	5
cyclic	5
defends	5
zero	5
differ	5
described	5
uses	5
alternative	5
creation	5
either	5
32abl	5
problems	5
code	5
existing	5
phenotypes	5
entire	5
saw	5
assumptions	5
holds	5
extremal	5
university	5
sexual	5
interactions	5
unrolling	5
salient	5
persistence	5
key	5
etc	5
figures	5
relevant	5
arises	5
almost	5
40	5
smith	5
five	5
lead	5
own	5
tiny	5
1982	5
bug	5
made	5
evident	5
details	5
orzack	4
children	4
controversy	4
criticism	4
explained	4
1997	4
theories	4
hemoglobin	4
keep	4
after	4
fit	4
persist	4
free	4
filter	4
similarly	4
rates	4
character	4
object	4
peers	4
m	4
principle	4
away	4
continually	4
adapted	4
sigmoidal	4
expected	4
perform	4
claims	4
paradigm	4
rosenberg	4
spread	4
rna	4
everything	4
slightly	4
failure	4
exist	4
constructed	4
picture	4
neighbors	4
finally	4
emphasized	4
settle	4
illustrations	4
address	4
marker	4
today	4
following	4
offspring	4
product	4
times	4
representation	4
indeed	4
pleiotropy	4
furthermore	4
predecessors	4
open	4
argument	4
behind	4
nearly	4
33aak	4
31aab	4
ways	4
across	4
extinct	4
worry	4
status	4
death	4
lets	4
4	4
maximize	4
thinks	4
confirm	4
practical	4
luck	4
spreading	4
determine	4
your	4
exons	4
refutation	4
small	4
strong	4
takes	4
reservoir	4
die	4
hard	4
operation	4
event	4
ask	4
benefits	4
assumption	4
determines	4
roughly	4
self	4
nothing	4
cause	4
dominant	4
available	4
attention	4
context	4
pp	4
else	4
increment	4
virtually	4
moment	4
obviously	4
questions	4
big	4
scale	4
jumps	4
sum	4
generated	4
algorithm	4
virtue	4
resistance	4
notes	4
try	4
smaller	4
microanalysis	4
hitchhiking	4
involved	4
addresses	4
themselves	4
purposes	4
chosen	4
doing	4
related	4
special	4
performs	4
unless	4
consequences	4
face	4
inherited	4
means	4
legitimate	4
words	4
distribution	4
slowly	4
corresponding	4
inherits	4
center	4
nevertheless	4
thought	4
theses	4
supply	4
increases	4
sequence	4
actual	4
compared	4
lives	4
investigation	3
under	3
worth	3
rise	3
four	3
panglossian	3
solution	3
monogamous	3
darwinian	3
until	3
verificationism	3
reign	3
hold	3
1990	3
initial	3
want	3
end	3
turn	3
replicating	3
before	3
somewhere	3
spandrals	3
side	3
series	3
principled	3
forth	3
admits	3
mutate	3
tool	3
1978	3
matter	3
solely	3
entail	3
seen	3
seek	3
1966	3
brandon	3
shall	3
plenty	3
nicely	3
architecture	3
subject	3
puts	3
basic	3
exception	3
contingencies	3
aim	3
property	3
adaptationists	3
complex	3
left	3
d	3
multiple	3
ignore	3
individuals	3
reducing	3
often	3
discriminate	3
1983b	3
variable	3
together	3
teeth	3
graphing	3
discern	3
0	3
emphasizes	3
prediction	3
sign	3
targets	3
appear	3
debate	3
goes	3
dec	3
regardless	3
griffiths	3
offing	3
ferrous	3
constraint	3
values	3
fourth	3
huge	3
explicit	3
typical	3
pointed	3
years	3
differs	3
adaptationalist	3
origination	3
half	3
shown	3
looking	3
state	3
language	3
corroborating	3
place	3
williams	3
gives	3
compass	3
11	3
12	3
third	3
san	3
sure	3
genotypic	3
falls	3
drive	3
ratio	3
explicitly	3
reveal	3
ignores	3
originated	3
fluctuations	3
scattergram	3
expression	3
maintained	3
west	3
extant	3
irrelevant	3
situation	3
according	3
